   8.1369514e+03   1.0612066e+04   1.0552356e+04   1.0667725e+04   1.1858888e+04   8.5120656e+03   1.1858260e+04   1.0331562e+04   1.0042857e+04   9.9808096e+03   1.0521208e+04   9.1966966e+03   1.1551365e+04   8.6477172e+03   7.5423875e+03   9.3726900e+03   7.3684384e+03   1.1138141e+04   9.9480768e+03   1.0137086e+04   1.1776943e+04   7.3467161e+03   1.0715149e+04   9.1657413e+03   9.4475463e+03   8.3625688e+03   1.0489416e+04   8.9315150e+03   7.2034452e+03   7.6547932e+03
   8.1369514e+03   9.8138601e+03   1.0552356e+04   9.0520017e+03   1.1366716e+04   8.5120656e+03   1.1449604e+04   1.0331562e+04   1.0042857e+04   9.9808096e+03   8.9771716e+03   8.9114880e+03   1.1184055e+04   8.6477172e+03   7.5423875e+03   9.0745034e+03   7.3684384e+03   1.1138141e+04   9.6039373e+03   8.8025849e+03   1.1133632e+04   6.9516557e+03   1.0715149e+04   9.1657413e+03   8.9040498e+03   8.3625688e+03   9.8120469e+03   8.8203191e+03   7.2034452e+03   7.6547932e+03
   8.1369514e+03   9.8132041e+03   1.0341632e+04   9.0520017e+03   8.3080255e+03   7.8051479e+03   1.0687356e+04   1.0331562e+04   1.0019217e+04   9.7983057e+03   8.9771716e+03   8.9114880e+03   1.1111162e+04   8.6477172e+03   7.5423875e+03   8.5386461e+03   7.3624512e+03   1.1113130e+04   8.8461450e+03   8.8025849e+03   1.1133632e+04   6.9516557e+03   1.0715149e+04   9.1657413e+03   8.4913470e+03   8.3625688e+03   9.7558830e+03   6.7473840e+03   7.2034452e+03   7.6547932e+03
   8.1369514e+03   9.5717727e+03   1.0341632e+04   8.7999082e+03   8.1174864e+03   7.8051479e+03   1.0502496e+04   1.0174378e+04   9.2202341e+03   9.7025100e+03   8.8084962e+03   8.2528254e+03   1.0357688e+04   8.6477172e+03   7.5423875e+03   8.5132093e+03   7.3503268e+03   9.7311681e+03   8.8461450e+03   8.8025849e+03   8.8966683e+03   6.9516557e+03   9.8246733e+03   8.2266951e+03   8.4913470e+03   8.3625688e+03   9.7171734e+03   6.7034307e+03   6.2698480e+03   6.7077320e+03
   7.1317157e+03   9.5712827e+03   6.9850869e+03   8.4327432e+03   7.7051487e+03   7.8051479e+03   1.0502496e+04   9.6195599e+03   8.2888543e+03   8.2411537e+03   7.9427982e+03   7.8225054e+03   7.1482934e+03   8.3246871e+03   7.5423875e+03   6.5377803e+03   6.8893710e+03   8.8344495e+03   8.8461450e+03   7.5987802e+03   8.8966683e+03   6.5923901e+03   8.6663009e+03   7.8969059e+03   7.3331737e+03   6.8207663e+03   8.1276117e+03   6.6468285e+03   6.2698480e+03   6.0058077e+03
   6.2875881e+03   8.0048085e+03   6.7340239e+03   6.8627946e+03   6.6158933e+03   7.3527252e+03   6.0552048e+03   7.5461592e+03   5.9316673e+03   6.9885369e+03   5.8976254e+03   6.6137347e+03   6.9300891e+03   5.6345325e+03   5.8520650e+03   5.9678422e+03   5.9556074e+03   5.4352014e+03   6.6819411e+03   7.0108807e+03   7.7043177e+03   5.8838067e+03   7.1890027e+03   5.9784582e+03   6.8763547e+03   6.2343438e+03   6.9647492e+03   6.4996018e+03   5.9076849e+03   5.4581836e+03
   4.5385936e+03   6.4902545e+03   5.1178760e+03   5.3539822e+03   5.4156208e+03   5.4259566e+03   4.9753480e+03   4.5178506e+03   3.5744464e+03   6.1095954e+03   5.3690063e+03   4.6097761e+03   5.6965120e+03   5.0550518e+03   5.2695852e+03   5.1968907e+03   5.6610098e+03   4.2265964e+03   6.2281194e+03   5.5121644e+03   6.2483802e+03   4.9097004e+03   3.6123106e+03   5.2245462e+03   4.0419858e+03   3.9321134e+03   5.2138558e+03   5.1508510e+03   5.3023136e+03   5.2897084e+03
   3.2478725e+03   3.6709953e+03   3.6712937e+03   4.1719287e+03   3.8440460e+03   4.2774625e+03   2.9532732e+03   3.3539331e+03   2.8169038e+03   3.6953082e+03   2.5958524e+03   2.7840513e+03   4.3977291e+03   3.3189127e+03   3.3582231e+03   3.5924806e+03   3.4438903e+03   3.0859414e+03   3.2920876e+03   3.8703487e+03   3.6071729e+03   2.8065689e+03   3.3045969e+03   3.5136661e+03   2.5247039e+03   3.0268183e+03   3.4638009e+03   2.9077538e+03   2.9665615e+03   3.4018835e+03
   1.5603646e+03   2.2606446e+03   1.8882076e+03   1.5921067e+03   1.5408221e+03   2.3087233e+03   1.6817525e+03   1.9756180e+03   1.7860573e+03   2.2403113e+03   1.8431215e+03   1.9226979e+03   2.3226931e+03   1.9281915e+03   2.2415876e+03   2.4622750e+03   1.9391168e+03   1.9678873e+03   2.2910549e+03   2.4606573e+03   2.4988482e+03   1.8756211e+03   1.9705921e+03   2.0285458e+03   1.8509230e+03   1.5334606e+03   2.2567555e+03   1.6398982e+03   1.6608475e+03   1.8490078e+03
   1.1526020e+03   1.2935429e+03   1.0589127e+03   1.1424693e+03   9.5196884e+02   1.2758366e+03   1.1719515e+03   1.0217341e+03   1.1357645e+03   1.3957097e+03   1.2287867e+03   1.1439435e+03   1.2002025e+03   1.2489515e+03   1.2704279e+03   1.2441973e+03   9.9810887e+02   1.2333519e+03   1.1997410e+03   1.2895071e+03   1.2615085e+03   1.0583399e+03   9.3615540e+02   1.2742095e+03   1.1603858e+03   1.1498600e+03   1.1197404e+03   1.1759316e+03   1.0482990e+03   7.5737818e+02
