459.179286,403.662041,303.128403,401.528396,544.457430,271.806468,562.664286,428.619338,404.258957,342.049841,531.996712,403.848374,523.649304,351.468961,544.519310,536.698302,345.306359,347.198268,337.141197,505.198526,357.615408,417.320390,601.157875,507.598318,435.583125,490.550456,458.926447,492.673386,423.903637,293.266758
459.179286,403.662041,303.128403,401.528396,544.457430,271.806468,562.664286,428.619338,404.258957,342.049841,531.996712,403.848374,523.649304,351.468961,544.519310,536.698302,345.306359,347.198268,337.141197,505.198526,357.615408,417.320390,601.157875,507.598318,435.583125,490.550456,458.926447,492.673386,423.903637,293.266758
156.885271,240.720610,258.582654,287.737081,321.016417,184.086203,416.451913,174.635576,312.527329,275.730041,313.202019,294.533253,368.884166,161.952641,341.953888,314.123556,194.362820,216.328285,154.391068,269.419380,233.209329,177.679856,329.838485,288.800280,322.241484,411.761944,254.194926,367.493124,247.825041,219.904502
91.555346,239.792105,248.829874,250.379764,241.415209,177.169102,181.909510,161.807020,290.037849,272.926470,297.444543,139.026865,289.550003,152.222352,306.888381,277.180339,182.128646,186.271548,154.391068,259.734455,224.693096,167.160942,293.136011,283.376020,152.401716,403.808841,215.992302,291.455748,225.072306,219.904502
86.730505,204.454102,243.273671,202.321864,214.241241,174.632858,170.810424,152.772601,184.833072,272.926470,266.120491,120.775562,165.457704,149.618307,291.347430,218.167217,172.174848,176.306351,154.391068,253.494055,168.481412,164.294481,281.566895,278.752631,143.027187,283.749023,215.992302,184.135813,222.734624,215.526070
83.791968,157.022927,197.964118,187.640119,206.108604,174.316081,170.324249,151.309460,167.609738,155.103982,140.943611,117.855535,117.839756,146.719696,278.147445,140.915602,168.434303,172.797143,152.461416,153.667231,156.752242,158.089177,139.939436,276.451447,138.819052,223.992296,215.992302,180.590753,205.719764,213.485088
64.889926,150.456328,156.888077,97.485202,203.283609,155.608894,75.803829,146.839835,156.755341,152.786199,139.245154,109.479191,105.509342,141.524881,134.480951,131.105155,153.151884,172.797143,152.461416,118.937677,151.506331,139.170599,130.841697,172.987208,130.724377,139.696860,117.597342,139.846413,192.284837,203.058999
49.792572,143.988376,156.888077,81.797668,201.962870,81.472747,64.851865,135.655545,150.838838,75.419089,138.120834,107.472221,96.079553,135.970554,125.700789,123.537594,149.767625,172.797143,97.132538,112.338635,146.827296,131.799055,129.187199,125.483644,124.762490,127.011609,113.673160,130.906604,177.835345,136.792966
48.295282,143.713548,133.796747,80.131877,177.028893,80.324977,63.327773,109.639644,138.928026,75.419089,134.276388,106.170143,95.241115,127.898801,120.785164,105.399308,148.787044,148.104387,85.835009,107.402709,129.561303,128.443109,94.369076,114.309302,117.477977,126.541636,76.002453,81.357464,173.090143,80.462879
38.764906,141.170463,66.402232,45.264688,171.448071,62.557355,62.096821,108.428536,122.642654,57.822227,115.392307,103.495409,94.842062,103.059529,120.703861,104.432262,148.026866,143.107732,46.112717,103.129918,126.719662,125.272677,75.414202,99.821811,112.799404,97.715534,43.813009,34.175951,169.898170,61.212011
38.082559,140.884611,54.335380,42.925823,169.767441,61.443534,61.000458,108.180532,119.474580,55.551114,114.118014,102.994325,94.753627,101.419742,119.231784,104.383400,147.981212,142.750301,45.505953,101.920401,125.869493,125.243863,73.651763,97.102800,112.657353,96.680381,42.830373,32.282669,167.544379,60.147161
38.020997,140.882874,53.984846,42.884028,169.725856,61.364704,60.983402,108.180137,119.427844,55.472386,114.017460,102.993103,94.753142,101.324142,119.223716,104.383009,147.980978,142.749945,45.498214,101.917297,125.866483,125.243604,73.646858,96.978145,112.654903,96.627961,42.776456,32.251668,167.188790,59.941338
38.020813,140.882874,53.983638,42.883978,169.725854,61.364416,60.983402,108.180137,119.427842,55.471934,114.017459,102.993103,94.753142,101.323558,119.223716,104.383009,147.980978,142.749945,45.498210,101.917297,125.866483,125.243604,73.646858,96.977279,112.654902,96.627347,42.775721,32.251640,167.188777,59.941145
38.020813,140.882874,53.983638,42.883978,169.725854,61.364416,60.983402,108.180137,119.427842,55.471934,114.017459,102.993103,94.753142,101.323558,119.223716,104.383009,147.980978,142.749945,45.498210,101.917297,125.866483,125.243604,73.646858,96.977279,112.654902,96.627347,42.775721,32.251640,167.188777,59.941145
38.020813,140.882874,53.983638,42.883978,169.725854,61.364416,60.983402,108.180137,119.427842,55.471934,114.017459,102.993103,94.753142,101.323558,119.223716,104.383009,147.980978,142.749945,45.498210,101.917297,125.866483,125.243604,73.646858,96.977279,112.654902,96.627347,42.775721,32.251640,167.188777,59.941145
38.020813,140.882874,53.983638,42.883978,169.725854,61.364416,60.983402,108.180137,119.427842,55.471934,114.017459,102.993103,94.753142,101.323558,119.223716,104.383009,147.980978,142.749945,45.498210,101.917297,125.866483,125.243604,73.646858,96.977279,112.654902,96.627347,42.775721,32.251640,167.188777,59.941145
158849.000000,237996.000000,207025.000000,250251.000000,546166.000000,119112.000000,488046.000000,502365.000000,528889.000000,266101.000000,419003.000000,207691.000000,222718.000000,112938.000000,324651.000000,434307.000000,269481.000000,268671.000000,200408.000000,536050.000000,264353.000000,217265.000000,474528.000000,111403.000000,181680.000000,217248.000000,138207.000000,220617.000000,512074.000000,136350.000000
