5046.606274,5573.533058,2150.640381,3164.348946,4985.150753,2831.995431,5260.249482,1905.855970,2563.005309,3149.857007,6312.849289,6212.020912,5200.933601,4091.839418,4090.925630,3565.484402,1577.213826,3042.908561,2481.340898,5740.812086,3565.258968,4044.809536,3543.559316,4211.739910,7592.643254,4427.964373,3532.331154,5724.367314,3640.623590,4964.768271
5046.606274,5573.533058,2150.640381,3164.348946,4985.150753,2831.995431,5260.249482,1905.855970,2563.005309,3149.857007,6312.849289,6212.020912,2303.547469,4091.839418,2271.645879,3565.484402,1577.213826,3042.908561,2481.340898,5740.812086,3565.258968,2086.595009,1964.172411,4211.739910,7592.643254,2557.704164,3532.331154,5724.367314,3640.623590,4964.768271
5046.606274,5573.533058,2150.640381,3164.348946,4985.150753,2831.995431,5260.249482,1905.855970,2563.005309,3149.857007,6312.849289,6212.020912,739.949918,4091.839418,565.395991,3565.484402,1577.213826,3042.908561,2481.340898,5740.812086,3565.258968,672.291100,629.692778,4211.739910,7592.643254,617.614090,3532.331154,5724.367314,3640.623590,4964.768271
3049.864723,2319.735943,1303.207394,1864.973150,2571.037277,1853.515224,2495.881529,1178.120407,1517.373038,1975.013632,2032.180983,4089.525897,479.480116,2239.189083,394.657354,2015.157786,995.539406,1832.028583,1499.764016,2896.157690,2046.268064,514.405886,349.199277,2179.797854,2084.966547,421.908529,2283.303970,2732.638343,2352.644184,1949.881277
1786.350960,939.286845,816.810492,792.547439,1339.667375,838.000231,1460.831340,718.199509,684.856934,1110.612868,1153.697830,2674.805090,212.157752,1053.196461,333.214942,956.465363,610.263208,860.121612,711.678178,1071.297897,846.074856,266.320466,193.569020,1240.337273,789.930770,232.805161,1136.056692,1092.680343,1481.234282,1116.513398
626.714194,292.141772,292.079251,317.665830,381.878903,335.165838,522.665392,285.304198,224.538943,413.496942,433.299482,458.419774,102.687371,304.009159,122.095327,364.394839,271.530559,360.815145,257.661467,342.078240,333.356380,118.305197,129.494625,363.953919,340.026672,108.833540,484.431027,368.259436,605.786641,402.059578
123.322736,81.660159,121.232535,121.390198,137.955902,170.446711,181.469094,78.158214,82.967578,133.020078,189.077012,115.111716,53.300171,179.245628,57.023973,180.786912,152.276656,124.156307,96.413781,115.956133,143.695974,54.897686,53.841144,126.335344,200.696202,53.843246,165.208959,144.102452,232.206574,165.640562
72.621834,71.127889,51.816904,51.670362,51.357052,73.625582,73.230138,51.481513,73.316160,73.941086,61.444629,75.263121,49.122625,60.810870,49.151133,51.512854,64.997664,75.209143,73.646689,72.167468,52.505524,49.127268,49.112566,52.190865,72.555483,49.137750,10.824243,70.474656,102.210093,51.563226
72.452183,69.938008,50.803467,50.204504,50.473571,51.190378,50.706748,50.453884,72.906068,72.362914,50.374737,74.853230,49.084541,50.740355,49.084534,50.253095,50.286673,75.060017,72.861162,71.011038,50.720173,49.084557,49.084537,50.372967,50.207585,49.084530,2.223500,2.237197,7.465056,50.289989
71.408080,67.562867,49.170524,49.125426,49.207189,49.177784,49.144788,49.124108,70.868840,70.568029,49.159389,72.609034,49.084479,49.138973,49.084479,49.125349,49.200632,73.930654,69.463375,70.095656,49.126886,49.084479,49.084479,49.114680,49.129662,49.084479,1.225086,1.374836,3.857777,49.122838
67.659097,0.008370,49.087800,49.086177,49.086227,49.085680,49.085716,49.087049,4.072456,0.000009,49.088815,68.114925,49.084479,49.087684,49.084479,49.087845,49.086463,70.644918,0.015643,0.003582,49.085235,49.084479,49.084479,49.087424,49.087431,49.084479,0.026850,0.069715,0.833820,49.084908
0.000026,0.000116,49.086776,49.085615,49.084493,49.084558,49.084487,49.086430,4.041322,0.000009,49.085711,0.004488,49.084479,49.086764,49.084479,49.084655,49.085841,4.044438,0.000007,0.002642,49.084520,49.084479,49.084479,49.086536,49.086797,49.084479,0.000271,0.000132,0.000010,49.084600
0.000000,0.000116,48.902931,48.902619,49.084493,48.902871,48.902335,49.086430,4.041191,0.000009,49.085711,0.000001,49.084479,48.902572,49.084479,49.084654,48.902618,4.043010,0.000007,0.002642,48.903047,49.084479,49.084479,48.902617,48.902786,49.084479,0.000271,0.000132,0.000010,48.902946
0.000000,0.000116,48.902931,48.902619,48.902904,48.902871,48.902335,48.903099,4.029942,0.000009,49.085711,0.000001,49.084479,48.902572,49.084479,49.084654,48.902618,4.029364,0.000007,0.002642,48.903047,49.084479,49.084479,48.902617,48.902786,49.084479,0.000271,0.000132,0.000010,48.902946
0.000000,0.000116,48.902931,48.902619,48.902904,48.902871,48.902335,48.903099,4.029942,0.000009,48.902727,0.000001,49.084479,48.902572,49.084479,48.902804,48.902618,4.029364,0.000007,0.002642,48.903047,49.084479,49.084479,48.902617,48.902786,49.084479,0.000271,0.000132,0.000010,48.902946
0.000000,0.000116,48.902931,48.902619,48.902904,48.902871,48.902335,48.903099,4.029942,0.000009,48.902727,0.000001,49.084479,48.902572,49.084479,48.902804,48.902618,4.029364,0.000007,0.002642,48.903047,49.084479,49.084479,48.902617,48.902786,49.084479,0.000271,0.000132,0.000010,48.902946
143292.000000,75591.000000,144310.000000,129385.000000,292410.000000,135558.000000,108111.000000,194144.000000,234675.000000,30996.000000,421267.000000,104879.000000,35960.000000,100695.000000,29139.000000,475283.000000,150371.000000,280994.000000,67794.000000,57019.000000,110281.000000,32342.000000,29698.000000,124681.000000,162874.000000,44042.000000,68263.000000,60114.000000,65217.000000,163111.000000
