999.7681109	668.6854543	479.8105058	1000.985826	797.7563284	706.1560148	1068.850609	796.8199677	764.4045285	774.7740564	768.8666555	877.1807324	602.4565048	718.4411861	812.2947961	1230.864677	801.753979	914.511455	547.5948597	915.7078387	938.0336998	773.9434295	931.7276473	960.8395228	954.0588412	814.8304385	877.7920627	997.6727274	842.5289568	827.9525795
734.0431198	575.2995266	479.8105058	1000.985826	769.0597963	706.1560148	691.5344384	778.6390214	720.516047	734.3967906	590.9944924	761.6064746	602.4565048	677.0584742	812.2947961	668.2736534	645.7036847	813.9311293	512.3365855	640.268612	812.5067229	650.1711205	778.5566667	850.4928715	688.5522909	814.8304385	824.4455479	997.6727274	790.217796	827.9525795
676.4901002	500.5842681	474.9261869	762.380279	536.8097832	706.1560148	691.5344384	419.5539301	508.3469567	734.3967906	533.4096322	621.3530407	602.4565048	677.0584742	640.1900652	589.6071055	645.7036847	634.7435797	512.3365855	640.268612	722.7587918	650.1711205	600.2789008	742.1594492	476.3531793	601.8598759	824.4455479	779.6407542	599.5138861	827.9525795
676.4901002	500.5842681	474.9261869	483.0082982	492.1635358	551.1644782	598.2619978	419.5539301	508.0169296	645.2950758	533.4096322	621.3530407	602.4565048	677.0584742	640.1900652	589.6071055	645.7036847	634.7435797	512.3365855	534.2191276	722.7587918	612.2456542	500.0909238	646.410006	476.3531793	548.0540792	687.035727	643.0370108	565.7233657	683.5740704
573.6447426	500.5842681	474.9261869	475.7399969	492.1635358	551.1644782	523.9066864	419.5539301	508.0169296	481.585893	533.4096322	414.581119	573.4585917	595.3656412	632.0953221	568.7202001	545.7029753	604.9466322	512.3365855	522.2928987	484.7782897	582.983197	500.0909238	629.3611169	476.3531793	548.0540792	595.3785281	472.8326303	565.7233657	495.6597031
505.8495565	467.3075654	474.9261869	465.5522083	492.1635358	460.8854959	495.0034814	419.5539301	508.0169296	481.585893	455.3069291	414.581119	518.1880155	595.3656412	439.7053008	497.4924013	545.7029753	475.8177244	456.0086698	425.2848009	445.4340914	525.5777151	445.6810984	614.9986795	476.3531793	522.2689425	540.5699777	472.8326303	514.5715211	413.8339248
485.5497556	435.8324448	474.9261869	456.0851577	379.7321824	460.8854959	495.0034814	414.8120527	453.3460053	481.585893	455.3069291	414.581119	452.6864145	450.5680616	386.2093381	497.4924013	524.3236276	475.8177244	456.0086698	425.2848009	445.4340914	462.2829352	445.6810984	529.3377717	476.3531793	467.3580536	503.2090913	472.8326303	393.2199489	413.8339248
447.6877877	435.8324448	442.9267897	456.0851577	342.0844825	459.663104	334.6119092	348.4350941	398.9780016	444.0357198	440.06483	400.7954557	452.6864145	355.721778	386.2093381	484.0818262	428.5600553	470.1516012	456.0086698	425.2848009	416.2977027	462.2829352	445.6810984	490.0072198	422.5369206	467.3580536	401.1043186	456.4156659	393.2199489	412.4220955
386.8465042	393.2229519	384.8256231	368.2489248	328.8569697	345.6637317	334.6119092	348.4350941	373.1397359	410.39462	429.4396977	375.4690064	366.0721075	314.600891	386.2093381	390.0533717	383.817505	354.9561773	366.0285444	400.7300663	348.3927409	414.1676917	382.965443	361.8045486	372.798985	435.504679	369.4959163	420.9718296	393.2199489	320.8560682
322.5323444	269.8154577	288.5842405	277.9487499	244.0949843	308.6747611	277.2272845	278.2964375	272.8529474	280.5408773	309.9218706	280.517453	251.355435	274.606413	285.5280422	218.3652038	279.9055165	258.6159002	262.0405039	288.5944294	265.2046497	264.2778639	289.2532236	277.2672306	292.6633492	297.880452	275.5038451	252.9895858	270.7270837	277.9433097
221.5744815	207.3372342	207.4837639	212.220025	201.0760968	219.80924	218.3984495	196.9816761	209.8242722	206.9521491	215.4499889	208.1675653	207.6842217	205.7589136	200.2646145	211.5247774	208.0622456	200.6903026	206.9230028	215.2232994	210.2650684	211.5941354	212.1450802	213.603622	208.6286408	205.3791539	207.617601	210.5061037	205.0639918	206.3573151
184.4544794	182.5509576	182.5287125	182.9386089	183.0850407	182.4001074	182.8599169	182.2104247	182.6721402	183.2283222	183.3101856	182.3732905	182.5450041	182.2965871	182.3005852	181.9089228	182.0761094	182.6857178	182.2536375	183.1642695	182.7491159	182.9681188	182.4751657	183.9187091	183.2542235	182.4087131	182.7809226	182.9168485	182.6237217	183.680006
180.7987116	180.7895523	180.7867647	180.7905092	180.7920056	180.7934058	180.7905696	180.7908512	180.7985213	180.7959656	180.7958819	180.7892069	180.7891521	180.7912428	180.7923492	180.8008746	180.7885258	180.7882801	180.7878319	180.7910456	180.7910625	180.7895038	180.7864481	180.7945174	180.788327	180.7867971	180.7915209	180.7935381	180.789327	180.7889812
180.7812721	180.7812722	180.781273	180.7812721	180.7812719	180.7812721	180.7812724	180.7812721	180.7812725	180.7812722	180.7812729	180.7812719	180.7812721	180.781272	180.7812724	180.7812724	180.7812722	180.7812722	180.7812724	180.781272	180.781272	180.7812721	180.781272	180.7812722	180.781273	180.7812721	180.7812727	180.781272	180.7812725	180.7812731
180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717
180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717	180.7812717
1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000
