71045111.3	231997587	497747076.3	217667149	97978804.72	354773225.4	217304141.2	217304141.2	51047449.18	51047449.18	416585938.9	416585938.9	31985573.76	31985573.76	12115406.9	12115406.9	93776677.46	55413563.79	97103519.55	97103519.55	46461016.67	268949170.3	223915917.9	509144919.5	368957833.9	120663822	8998519.207	82538863.06	144965203.5	650362701.2
71045111.3	231997587	140495324.1	97963858.97	24271453.44	173145170.9	217304141.2	109140386.2	20267341.59	51047449.18	280847932.3	91995500.37	31985573.76	31985573.76	12115406.9	12115406.9	93776677.46	36232245.58	97103519.55	97103519.55	46461016.67	136464717.6	38740066.85	293546459.9	368957833.9	120663822	8998519.207	82538863.06	144965203.5	299397735.7
71045111.3	60376841.85	45965055.17	18497048.45	24271453.44	126240174.2	50735270.66	44296256.5	18462583.18	51047449.18	280847932.3	71637380.07	19195802.63	11194572.69	12115406.9	12115406.9	62461592.5	36232245.58	97103519.55	97103519.55	46461016.67	136464717.6	38740066.85	153069222.4	14203792.28	56604835.28	8998519.207	82538863.06	144965203.5	74755756.07
31971013.1	60376841.85	19559423.71	18497048.45	24271453.44	126240174.2	50735270.66	15373732.33	18462583.18	51047449.18	180611653.4	71637380.07	19195802.63	11194572.69	12115406.9	12115406.9	45013123.91	36232245.58	63081842.55	28248235.06	46461016.67	113487753.8	38740066.85	78349153.05	14203792.28	23471846.08	8998519.207	82538863.06	144965203.5	74755756.07
15083336.56	31614176.31	19559423.71	18497048.45	24271453.44	126240174.2	50735270.66	9638357.897	18462583.18	51047449.18	180022625.7	22987371.72	7299444.568	11194572.69	12115406.9	12115406.9	45013123.91	22411761.81	22723180.13	28248235.06	46461016.67	113487753.8	38740066.85	78349153.05	14203792.28	23265198.61	8998519.207	22870442.43	144965203.5	72048244.13
13389719.35	31614176.31	16106139.44	18413180.64	24271453.44	126240174.2	47119169.58	9638357.897	8565977.574	51047449.18	4353148.508	22987371.72	7299444.568	11194572.69	12115406.9	12115406.9	22316677.63	22411761.81	22723180.13	28248235.06	46461016.67	77098949.04	38740066.85	49036470.93	10853180.23	23265198.61	8998519.207	303880.6287	50041083.84	53955210.3
10141660.15	31614176.31	10731115.44	18413180.64	24271453.44	78556569.46	47119169.58	9638357.897	8565977.574	51047449.18	4353148.508	22216069.54	7299444.568	11194572.69	3318411.414	12115406.9	17015570.27	15537016.44	12123721.04	1792338.62	37143946.69	36924754.04	2205672.764	21019615.54	7038985.717	23265198.61	8998519.207	303880.6287	5358583.284	39245513.28
8434523.332	2184366.458	4388738.295	1627763.263	2174470.842	11858557.57	1914890.712	9638357.897	4552916.172	5865129.833	2646198.351	6996959.022	7299444.568	4455847.228	1916818.538	6817287.603	1855998.513	1476125.409	3747659.303	1792338.62	8059181.969	2048145.879	2205672.764	4820563.478	1704740.123	2436557.985	2104053.297	303880.6287	5358583.284	1886931.146
544366.9357	676262.9363	3773122.996	1627763.263	1926559.673	4421262.758	1914890.712	978102.7681	1933552.116	1292436.656	808793.5477	911536.9757	497075.2963	805119.1049	710497.8538	730150.7032	1855998.513	870661.2472	2567008.121	1792338.62	2328793.224	2048145.879	582550.0543	1356426.787	1704740.123	288060.6452	1015375.154	303880.6287	983536.094	794673.8375
462579.8471	612532.952	31707.51809	120086.6546	88174.14636	292511.6844	136859.6884	19561.86294	367633.5886	57172.50994	808786.7631	354070.5568	164042.6908	197971.0051	317735.6607	301770.9438	234015.4736	83470.3441	317012.0143	152204.7929	482985.6186	158795.9355	187134.3171	41187.08409	790576.6066	253384.7913	55880.84499	303880.6287	243065.0068	213544.5444
17623.37423	29080.96371	18567.17454	29588.53304	5874.965779	13387.97697	9806.308073	4251.626164	27971.49042	1205.978957	4842.117969	37039.41261	2562.337808	2496.741825	14250.55657	7131.289025	1269.054199	4871.647942	9374.214302	1180.172909	8410.316488	12464.79272	17125.02203	9704.677567	27076.1801	23616.53714	16977.80631	25141.60935	8124.548047	19922.99055
395.5270151	330.3491009	469.9652659	175.8080401	135.2830021	179.821588	131.5185451	228.7783566	291.0200479	283.230763	393.5589574	753.4913256	160.8781141	230.8607498	93.42821632	269.2413424	167.2362586	212.3152346	228.3863189	121.6148085	130.2389578	158.2085114	228.3137059	243.1479838	387.0735019	182.3645827	203.4090042	120.6821521	167.2383005	256.8439468
10.89270659	38.68927414	17.51977248	10.77891824	14.90046299	25.95653386	9.275536359	17.23459831	16.24075178	27.54514583	8.51795687	12.87824849	11.83719585	14.14013552	28.85621117	26.17831446	12.62565622	12.19311809	12.81638593	16.19354671	20.30249041	9.748272448	11.11766014	17.32454192	13.00865773	11.9552792	11.12525771	20.32228903	8.129519244	21.77055673
0.557793262	2.192016903	3.260968399	2.810892344	2.634320839	1.788990544	0.671641399	2.214213775	0.884599007	2.903034	1.146270395	0.988367792	2.833697666	0.730236152	1.50855828	8.946424181	1.309430814	0.393749751	2.503429974	1.408425259	4.619106245	2.478088738	0.562342508	0.904127336	1.589841754	1.276363847	1.800170859	1.517853083	0.249169345	2.858071067
0.39456151	0.261334527	0.258718924	0.484396892	0.392860496	0.531713548	0.433847431	0.393792239	0.336226493	1.312835303	1.076871645	0.357130489	0.145262511	0.100296454	1.154988604	1.195176722	1.057420392	0.124282893	1.420449686	1.315289564	0.269942515	1.069704638	0.080302187	0.214903248	1.278750028	0.249067864	0.169429878	1.085309964	0.172345265	0.507321215
